,Location Name,Latitude,Longitude,TV Show Name,TV Show Page Link
1211,Nuevo Vallarta,20.699261,-105.296501,Defending Jacob,https://www.latlong.net/location/defending-jacob-locations-658
1212,River's Edge,42.407753,-71.076691,Defending Jacob,https://www.latlong.net/location/defending-jacob-locations-658
1213,Riviera Nayarit,20.697906,-105.295845,Defending Jacob,https://www.latlong.net/location/defending-jacob-locations-658
1214,Salem,42.519123,-70.898102,Defending Jacob,https://www.latlong.net/location/defending-jacob-locations-658
1215,Tsongas Center at UMass Lowell,42.650204,-71.313316,Defending Jacob,https://www.latlong.net/location/defending-jacob-locations-658
1216,University of Massachusetts Amherst - Mount Ida Campus,42.29435,-71.193565,Defending Jacob,https://www.latlong.net/location/defending-jacob-locations-658
1217,Watertown,42.372936,-71.185005,Defending Jacob,https://www.latlong.net/location/defending-jacob-locations-658
1218,Worcester,42.263302,-71.809975,Defending Jacob,https://www.latlong.net/location/defending-jacob-locations-658
1219,Zervas Elementary School,42.329758,-71.217911,Defending Jacob,https://www.latlong.net/location/defending-jacob-locations-658
1220,Belfast,54.597176,-5.93303,Derry Girls,https://www.latlong.net/location/derry-girls-locations-732
1221,Derry,54.997856,-7.312304,Derry Girls,https://www.latlong.net/location/derry-girls-locations-732
1222,Hunterhouse College,54.555691,-5.989091,Derry Girls,https://www.latlong.net/location/derry-girls-locations-732
1223,Limewood St,54.996128,-7.331975,Derry Girls,https://www.latlong.net/location/derry-girls-locations-732
1224,New Barnsley Park,54.596596,-5.986478,Derry Girls,https://www.latlong.net/location/derry-girls-locations-732
1225,Crouch End,51.581753,-0.123527,Des,https://www.latlong.net/location/des-locations-913
1226,HMP Holloway,51.55302,-0.124207,Des,https://www.latlong.net/location/des-locations-913
1227,Shepton Mallet Prison,51.190269,-2.543213,Des,https://www.latlong.net/location/des-locations-913
1228,Watford,51.657959,-0.392874,Des,https://www.latlong.net/location/des-locations-913
1229,Colonial St,34.139084,-118.345558,Desperate Housewives,https://www.latlong.net/location/desperate-housewives-locations-918
1230,Elm St,34.139015,-118.347031,Desperate Housewives,https://www.latlong.net/location/desperate-housewives-locations-918
1231,Saddle Ranch Chop House,34.095654,-118.372375,Desperate Housewives,https://www.latlong.net/location/desperate-housewives-locations-918
1232,Santa Clarita,34.405399,-118.546585,Desperate Housewives,https://www.latlong.net/location/desperate-housewives-locations-918
1233,Studio City,34.140999,-118.396873,Desperate Housewives,https://www.latlong.net/location/desperate-housewives-locations-918
1234,Toluca Lake,34.150276,-118.358566,Desperate Housewives,https://www.latlong.net/location/desperate-housewives-locations-918
1235,Universal Studios Hollywood,34.140545,-118.360367,Desperate Housewives,https://www.latlong.net/location/desperate-housewives-locations-918
1236,21122 12 Ave,49.023518,-122.63858,Devil in Ohio,https://www.latlong.net/location/devil-in-ohio-locations-1680
1237,8825 Northbrook Ct,49.202396,-123.015678,Devil in Ohio,https://www.latlong.net/location/devil-in-ohio-locations-1680
1238,Vancouver,49.277527,-123.155182,Devil in Ohio,https://www.latlong.net/location/devil-in-ohio-locations-1680
1239,Alpine Lake,37.949581,-122.628777,Devs,https://www.latlong.net/location/devs-locations-486
1240,Cathedral Quarry,54.417027,-3.05877,Devs,https://www.latlong.net/location/devs-locations-486
1241,Ealing Studios,51.508533,-0.305948,Devs,https://www.latlong.net/location/devs-locations-486
1242,London,51.508289,-0.136071,Devs,https://www.latlong.net/location/devs-locations-486
1243,Manchester,53.480793,-2.248744,Devs,https://www.latlong.net/location/devs-locations-486
1244,McHenry Library,36.99567,-122.058922,Devs,https://www.latlong.net/location/devs-locations-486
1245,Mission Dolores Park,37.759563,-122.426971,Devs,https://www.latlong.net/location/devs-locations-486
1246,Quarry Plaza,36.997406,-122.055634,Devs,https://www.latlong.net/location/devs-locations-486
1247,San Francisco,37.770992,-122.433403,Devs,https://www.latlong.net/location/devs-locations-486
1248,Santa Cruz,36.975815,-122.041817,Devs,https://www.latlong.net/location/devs-locations-486
1249,Science Hill (UCSC),36.999798,-122.06218,Devs,https://www.latlong.net/location/devs-locations-486
1250,University of California Santa Cruz,36.987942,-122.058617,Devs,https://www.latlong.net/location/devs-locations-486
1251,Westminster College,41.119816,-80.332344,Devs,https://www.latlong.net/location/devs-locations-486
1252,1155 103rd St (Dexter House),25.894251,-80.133041,Dexter,https://www.latlong.net/location/dexter-locations-171
1253,23130 Ventura Blvd (S02-E08),34.163185,-118.629257,Dexter,https://www.latlong.net/location/dexter-locations-171
1254,275 Bay Shore Ave (The exterior of Dr Evelyn Vogel's House),33.760597,-118.128044,Dexter,https://www.latlong.net/location/dexter-locations-171
1255,301 Biscayne Blvd (S01-E01),25.777592,-80.187782,Dexter,https://www.latlong.net/location/dexter-locations-171
1256,5940 Biscayne Blvd (S01-E01),25.830633,-80.185349,Dexter,https://www.latlong.net/location/dexter-locations-171
1257,610 S St Louis St (as Angel of Mercy Hospital),34.038235,-118.217049,Dexter,https://www.latlong.net/location/dexter-locations-171
1258,Acton,34.474155,-118.198891,Dexter,https://www.latlong.net/location/dexter-locations-171
1259,Alamitos Bay,33.751278,-118.119431,Dexter,https://www.latlong.net/location/dexter-locations-171
1260,Altadena,34.198723,-118.143463,Dexter,https://www.latlong.net/location/dexter-locations-171
1261,Aquarium of the Pacific,33.762283,-118.19696,Dexter,https://www.latlong.net/location/dexter-locations-171
1262,Astoria,46.189507,-123.835846,Dexter,https://www.latlong.net/location/dexter-locations-171
1263,Beacon South Beach Hotel,25.777184,-80.131645,Dexter,https://www.latlong.net/location/dexter-locations-171
1264,Belmont Shore,33.755962,-118.138634,Dexter,https://www.latlong.net/location/dexter-locations-171
1265,Bowlmor Santa Monica (Closed),34.008564,-118.488503,Dexter,https://www.latlong.net/location/dexter-locations-171
1266,Castaic,34.490601,-118.628555,Dexter,https://www.latlong.net/location/dexter-locations-171
1267,Chuck's Coffee Shop (S07-E08),33.758804,-118.14476,Dexter,https://www.latlong.net/location/dexter-locations-171
1268,Doral,25.819962,-80.357292,Dexter,https://www.latlong.net/location/dexter-locations-171
1269,First Congregational Church of Long Beach,33.770378,-118.19532,Dexter,https://www.latlong.net/location/dexter-locations-171
1270,First Congregational Church of Los Angeles,34.064648,-118.285019,Dexter,https://www.latlong.net/location/dexter-locations-171
1271,First Presbyterian Church of Hollywood,34.103291,-118.322128,Dexter,https://www.latlong.net/location/dexter-locations-171
1272,Fort Lauderdale,26.142822,-80.118752,Dexter,https://www.latlong.net/location/dexter-locations-171
1273,Glendale,34.190521,-118.265076,Dexter,https://www.latlong.net/location/dexter-locations-171
1274,Hollywood Forever Cemetery,34.088982,-118.319366,Dexter,https://www.latlong.net/location/dexter-locations-171
1275,Horace Mann Elementary School (S04-E08),33.766998,-118.153625,Dexter,https://www.latlong.net/location/dexter-locations-171
1276,Huntington Beach Central Park,33.699913,-118.009102,Dexter,https://www.latlong.net/location/dexter-locations-171
1277,Inglewood,33.961967,-118.356194,Dexter,https://www.latlong.net/location/dexter-locations-171
1278,La Puente,34.028183,-117.954216,Dexter,https://www.latlong.net/location/dexter-locations-171
1279,Long Beach,33.770699,-118.20089,Dexter,https://www.latlong.net/location/dexter-locations-171
1280,Los Angeles,34.043461,-118.258179,Dexter,https://www.latlong.net/location/dexter-locations-171
1281,Marina del Rey,33.979507,-118.452606,Dexter,https://www.latlong.net/location/dexter-locations-171
1282,Marina del Rey Marriott,33.982067,-118.459602,Dexter,https://www.latlong.net/location/dexter-locations-171
1283,Miami,25.761162,-80.197144,Dexter,https://www.latlong.net/location/dexter-locations-171
1284,Miami Beach,25.792225,-80.132217,Dexter,https://www.latlong.net/location/dexter-locations-171
1285,Miami Springs,25.822842,-80.290611,Dexter,https://www.latlong.net/location/dexter-locations-171
1286,North Hollywood,34.190029,-118.396835,Dexter,https://www.latlong.net/location/dexter-locations-171
1287,Ontario International Airport,34.05603,-117.598587,Dexter,https://www.latlong.net/location/dexter-locations-171
1288,Oxnard,34.202209,-119.198708,Dexter,https://www.latlong.net/location/dexter-locations-171
1289,Pacoima,34.2677,-118.4263,Dexter,https://www.latlong.net/location/dexter-locations-171
1290,Palos Verdes Estates,33.789635,-118.409744,Dexter,https://www.latlong.net/location/dexter-locations-171
1291,Paris,48.860149,2.333852,Dexter,https://www.latlong.net/location/dexter-locations-171
1292,Pasadena,34.170536,-118.162956,Dexter,https://www.latlong.net/location/dexter-locations-171
1293,Pink Motel,34.241539,-118.396423,Dexter,https://www.latlong.net/location/dexter-locations-171
1294,Piru,34.416,-118.796021,Dexter,https://www.latlong.net/location/dexter-locations-171
1295,Playa del Rey,33.957413,-118.443878,Dexter,https://www.latlong.net/location/dexter-locations-171
1296,Precious Blood Church,34.065357,-118.284126,Dexter,https://www.latlong.net/location/dexter-locations-171
1297,Redondo Beach,33.849121,-118.385078,Dexter,https://www.latlong.net/location/dexter-locations-171
1298,Rolling Hills Estates,33.788002,-118.360832,Dexter,https://www.latlong.net/location/dexter-locations-171
1299,Rolling Hills United Methodist Church,33.783356,-118.351334,Dexter,https://www.latlong.net/location/dexter-locations-171
1300,San Pedro,33.736778,-118.294411,Dexter,https://www.latlong.net/location/dexter-locations-171
1301,Seal Beach,33.759613,-118.086594,Dexter,https://www.latlong.net/location/dexter-locations-171
1302,Signal Hill,33.805408,-118.171104,Dexter,https://www.latlong.net/location/dexter-locations-171
1303,South Pasadena,34.11319,-118.162033,Dexter,https://www.latlong.net/location/dexter-locations-171
1304,St Bartholomew's Catholic Church,33.764336,-118.133232,Dexter,https://www.latlong.net/location/dexter-locations-171
1305,St Peter Catholic Church (San Pedro),33.745857,-118.289589,Dexter,https://www.latlong.net/location/dexter-locations-171
1306,Sun Valley,34.23027,-118.385017,Dexter,https://www.latlong.net/location/dexter-locations-171
1307,Sunset Gower Studios,34.096336,-118.32132,Dexter,https://www.latlong.net/location/dexter-locations-171
1308,The Port of Long Beach,33.753834,-118.216759,Dexter,https://www.latlong.net/location/dexter-locations-171
1309,Venice,33.985897,-118.470688,Dexter,https://www.latlong.net/location/dexter-locations-171
1310,Wilmington,33.785427,-118.268127,Dexter,https://www.latlong.net/location/dexter-locations-171
1311,Devens,42.5452,-71.621101,Dexter: New Blood,https://www.latlong.net/location/dexter-new-blood-locations-1440
1312,Franklin County,42.588928,-72.692871,Dexter: New Blood,https://www.latlong.net/location/dexter-new-blood-locations-1440
1313,Middlesex,42.481312,-71.447975,Dexter: New Blood,https://www.latlong.net/location/dexter-new-blood-locations-1440
1314,New England Studios,42.539295,-71.629768,Dexter: New Blood,https://www.latlong.net/location/dexter-new-blood-locations-1440
1315,Shelburne Falls,42.603127,-72.742165,Dexter: New Blood,https://www.latlong.net/location/dexter-new-blood-locations-1440
1316,Worcester,42.274616,-71.834221,Dexter: New Blood,https://www.latlong.net/location/dexter-new-blood-locations-1440
1317,Balboa Island,33.607132,-117.892334,Dirty John,https://www.latlong.net/location/dirty-john-locations-859
1318,Newport Beach,33.619076,-117.929947,Dirty John,https://www.latlong.net/location/dirty-john-locations-859
1319,Universal Studios,34.138081,-118.353485,Dirty John,https://www.latlong.net/location/dirty-john-locations-859
1320,Girard College Tunnel,39.97337,-75.171364,Dispatches from Elsewhere,https://www.latlong.net/location/dispatches-from-elsewhere-locations-488
1321,Philadelphia,39.95591,-75.176758,Dispatches from Elsewhere,https://www.latlong.net/location/dispatches-from-elsewhere-locations-488
1322,Cardiff,51.481796,-3.181741,Doctor Who,https://www.latlong.net/location/doctor-who-locations-448
1323,London,51.508842,-0.132616,Doctor Who,https://www.latlong.net/location/doctor-who-locations-448
1324,Millennium Stadium,51.478146,-3.182665,Doctor Who,https://www.latlong.net/location/doctor-who-locations-448
1325,Newport,51.584053,-2.999444,Doctor Who,https://www.latlong.net/location/doctor-who-locations-448
1326,Penarth,51.438507,-3.175084,Doctor Who,https://www.latlong.net/location/doctor-who-locations-448
1327,Ragley Hall,52.198002,-1.896081,Doctor Who,https://www.latlong.net/location/doctor-who-locations-448
1328,Swansea,51.621624,-3.945619,Doctor Who,https://www.latlong.net/location/doctor-who-locations-448
1329,Tenerife,28.286654,-16.636284,Doctor Who,https://www.latlong.net/location/doctor-who-locations-448
1330,Tredegar House,51.561569,-3.028173,Doctor Who,https://www.latlong.net/location/doctor-who-locations-448
1331,Westminster Bridge,51.500889,-0.122126,Doctor Who,https://www.latlong.net/location/doctor-who-locations-448
1332,Briarcliff Mansion,33.789528,-84.340927,Doom Patrol,https://www.latlong.net/location/doom-patrol-locations-747
1333,Conyers,33.662128,-84.010796,Doom Patrol,https://www.latlong.net/location/doom-patrol-locations-747
1334,Lawrenceville,33.956451,-84.001701,Doom Patrol,https://www.latlong.net/location/doom-patrol-locations-747
1335,Alleghany County,37.833111,-80.116753,Dopesick,https://www.latlong.net/location/dopesick-locations-1421
1336,Bookbinder's Seafood & Steakhouse,37.52898,-77.423241,Dopesick,https://www.latlong.net/location/dopesick-locations-1421
1337,Boulevard Burger and Brew,37.566948,-77.468216,Dopesick,https://www.latlong.net/location/dopesick-locations-1421
1338,Bowling Green,38.051437,-77.349625,Dopesick,https://www.latlong.net/location/dopesick-locations-1421
1339,Clifton Forge,37.82058,-79.828812,Dopesick,https://www.latlong.net/location/dopesick-locations-1421
1340,Covington,37.775398,-79.99292,Dopesick,https://www.latlong.net/location/dopesick-locations-1421
1341,Hopewell,37.293392,-77.314224,Dopesick,https://www.latlong.net/location/dopesick-locations-1421
1342,Lexington,37.785378,-79.447563,Dopesick,https://www.latlong.net/location/dopesick-locations-1421
1343,Manchester Bridge,37.531841,-77.443016,Dopesick,https://www.latlong.net/location/dopesick-locations-1421
1344,Richmond,37.555023,-77.459457,Dopesick,https://www.latlong.net/location/dopesick-locations-1421
1345,The Estate at River Run,37.653328,-77.864799,Dopesick,https://www.latlong.net/location/dopesick-locations-1421
1346,The Fan District,37.552116,-77.462509,Dopesick,https://www.latlong.net/location/dopesick-locations-1421
1347,Virginia Museum of Fine Arts,37.55603,-77.474831,Dopesick,https://www.latlong.net/location/dopesick-locations-1421
1348,Amazon Rescue Center,-3.883647,-73.351143,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1349,ArcelorMittal Orbit,51.538303,-0.012921,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1350,"Aritzo, Sardinia",39.955181,9.194802,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1351,Aulis London,51.514351,-0.134377,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1352,Ayahuasca Foundation,-3.882383,-73.490433,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1353,Blue Lagoon Iceland,63.87936,-22.446522,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1354,Calais,50.953163,1.853269,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1355,Cantera,18.424479,-66.043594,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1356,Caribe Hilton,18.46299,-66.086105,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1357,Casa Sol Bed & Breakfast,18.467333,-66.113823,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1358,Central Restaurante,-12.152849,-77.022575,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1359,Channel Tunnel,51.022179,1.468774,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1360,Chilcas District,-13.170968,-73.906807,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1361,Cocina Abierta,18.455048,-66.070663,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1362,Deliciously Ella,51.513355,-0.15018,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1363,"Dill Restaurant, Reykjavik",64.144493,-21.922707,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1364,Frutos Del Guacabo,18.453053,-66.466766,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1365,Gullfoss Falls,64.327049,-20.120396,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1366,Ikiitu Restaurant,-3.745987,-73.242226,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1367,International Potato Center,-12.078191,-76.94706,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1368,"Iquitos, Peru",-3.756801,-73.293846,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1369,"La Ecovilla, San Mateo",9.962119,-84.497169,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1370,Laugarvatn,64.217613,-20.733305,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1371,Ljosafoss Power Station,64.094009,-21.010551,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1372,London School of Economics and Political Science,51.514454,-0.117053,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1373,Malibu,34.029579,-118.791611,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1374,Mishana,-3.761789,-73.261856,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1375,New York Hilton Midtown,40.762234,-73.979256,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1376,"Omnom Chocolate, Reykjavik",64.157242,-21.940935,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1377,Paris,48.859203,2.334873,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1378,Port of San Juan,18.463606,-66.112038,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1379,Punta Mona,9.63464,-82.631203,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1380,Sanctuaires Notre-Dame de Lourdes,43.097439,-0.058327,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1381,"Seulo, Sardinia",39.869926,9.23582,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1382,Surquillo Market,-12.111143,-77.024399,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1383,Terraventuras Nativo Zipline,9.655883,-82.755119,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1384,Thames River (Rainham),51.498756,0.181718,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1385,The London Eye,51.503262,-0.119602,Down to Earth with Zac Efron,https://www.latlong.net/location/down-to-earth-with-zac-efron-locations-1234
1386,224 Piccadilly,51.509743,-0.133967,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1387,Akenham,52.093922,1.131719,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1388,Alnwick Castle,55.415546,-1.705989,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1389,Bampton (Downton village),51.723583,-1.549454,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1390,Bampton Library,51.726967,-1.548439,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1391,Basildon Park,51.499111,-1.121558,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1392,"Beamish, the Living Museum of the North",54.881813,-1.659214,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1393,Bluebell Railway (Horsted Keynes Station),51.046162,-0.044808,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1394,Bridgewater House,51.504288,-0.139913,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1395,Byfleet,51.34013,-0.471395,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1396,Chepstow Villas,51.513222,-0.199399,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1397,Chiltern Open Air Museum,51.634502,-0.543725,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1398,Cogges Manor Farm,51.78429,-1.475923,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1399,Ditchley Park,51.8876,-1.4339,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1400,Ealing Studios,51.508587,-0.305769,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1401,Eton College,51.49564,-0.604831,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1402,"Goldsmiths, University of London",51.47422,-0.035693,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1403,Goodwood Motor Circuit,50.859932,-0.751498,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1404,Great Coxwell Barn,51.64444,-1.612656,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1405,Greys Court,51.545319,-0.954136,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1406,Hall Barn,51.594051,-0.639484,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1407,Halton,51.782089,-0.735639,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1408,Halton House,51.782425,-0.725675,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1409,Hedsor House,51.565552,-0.691422,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1410,Highclere Castle (Downton Abbey),51.326546,-1.360797,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1411,Hoxton Hall,51.531776,-0.080076,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1412,Hulne Priory,55.43502,-1.743013,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1413,Inveraray Castle,56.237518,-5.073753,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1414,Kent & East Sussex Railway,51.070141,0.684922,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1415,Lacock,51.415222,-2.122449,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1416,Lancaster House,51.503914,-0.138844,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1417,Lincoln Castle,53.234547,-0.540848,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1418,Middle Temple Ln,51.512306,-0.111059,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1419,Pall Mall,51.506691,-0.134066,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1420,Red Lion,51.929012,-1.316476,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1421,Royal Holloway,51.425724,-0.563353,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1422,Savile Club,51.512356,-0.149145,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1423,St Mary's Church,51.727669,-1.548874,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1424,St. Pancras Renaissance Hotel London,51.529732,-0.12593,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1425,Stockers Farm,51.630356,-0.474717,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1426,The Albert Memorial,51.502357,-0.177759,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1427,The Charterhouse,51.520962,-0.099892,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1428,The Historic Dockyard Chatham,51.397167,0.528812,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1429,The Langdon Down Museum,51.418858,-0.315325,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1430,The Old Forge,51.727097,-1.547301,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1431,The Swan Inn,51.80479,-1.592184,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1432,Waddesdon Manor,51.842262,-0.937641,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1433,West Wittering Beach,50.7752,-0.907642,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1434,West Wycombe House (Downton Abbey interiors),51.641239,-0.803694,Downton Abbey,https://www.latlong.net/location/downton-abbey-locations-168
1435,Albuquerque,35.102776,-106.627464,Dr. Death,https://www.latlong.net/location/dr-death-locations-1335
1436,Moriarty,34.993004,-106.058014,Dr. Death,https://www.latlong.net/location/dr-death-locations-1335
1437,Banská Štiavnica,48.458649,18.89304,Dracula (2020),https://www.latlong.net/location/dracula-2020-locations-353
1438,Bray Studios,51.491226,-0.67681,Dracula (2020),https://www.latlong.net/location/dracula-2020-locations-353
1439,Orava Castle (Oravský hrad),49.26181,19.358603,Dracula (2020),https://www.latlong.net/location/dracula-2020-locations-353
1440,Zuberec,49.258751,19.612801,Dracula (2020),https://www.latlong.net/location/dracula-2020-locations-353
1441,Cinecittà,41.851822,12.577159,Dune,https://www.latlong.net/location/dune-locations-1436
1442,Prague,50.083351,14.426621,Dune,https://www.latlong.net/location/dune-locations-1436
1443,Atlanta,33.752022,-84.403015,Dynasty,https://www.latlong.net/location/dynasty-locations-715
1444,Georgia,32.605782,-83.728256,Dynasty,https://www.latlong.net/location/dynasty-locations-715
1445,Atlanta,33.754215,-84.414383,Echo,https://www.latlong.net/location/echo-locations-1910
1446,Bonnie Castle,33.235321,-84.836266,Echo,https://www.latlong.net/location/echo-locations-1910
1447,Grantville,33.235058,-84.840919,Echo,https://www.latlong.net/location/echo-locations-1910
1448,Great Walton Railroad,33.669014,-83.710548,Echo,https://www.latlong.net/location/echo-locations-1910
1449,Peachtree City,33.396782,-84.600777,Echo,https://www.latlong.net/location/echo-locations-1910
1450,Social Circle,33.660072,-83.727737,Echo,https://www.latlong.net/location/echo-locations-1910
1451,Anaïs,48.864807,2.346848,Emily in Paris,https://www.latlong.net/location/emily-in-paris-locations-955
1452,Arc de Triomphe,48.873737,2.294977,Emily in Paris,https://www.latlong.net/location/emily-in-paris-locations-955
1453,Assemblée Nationale,48.860886,2.318389,Emily in Paris,https://www.latlong.net/location/emily-in-paris-locations-955
1454,Atelier des Lumières,48.861595,2.380803,Emily in Paris,https://www.latlong.net/location/emily-in-paris-locations-955
1455,Berthillon,48.851707,2.356682,Emily in Paris,https://www.latlong.net/location/emily-in-paris-locations-955
1456,Café de Flore,48.854137,2.332525,Emily in Paris,https://www.latlong.net/location/emily-in-paris-locations-955
1457,Café de la Nouvelle Mairie,48.845455,2.344822,Emily in Paris,https://www.latlong.net/location/emily-in-paris-locations-955
1458,Chapelle Saint-Pierre (Season 2),43.703079,7.31182,Emily in Paris,https://www.latlong.net/location/emily-in-paris-locations-955
1459,Château de Sonnay,47.161263,0.325668,Emily in Paris,https://www.latlong.net/location/emily-in-paris-locations-955
1460,Chicago,41.87587,-87.644791,Emily in Paris,https://www.latlong.net/location/emily-in-paris-locations-955
1461,Cité du Cinéma,48.922577,2.336527,Emily in Paris,https://www.latlong.net/location/emily-in-paris-locations-955
1462,Colonne de Juillet (Place de la Bastille),48.853157,2.369117,Emily in Paris,https://www.latlong.net/location/emily-in-paris-locations-955
1463,Concordia,48.841969,2.348297,Emily in Paris,https://www.latlong.net/location/emily-in-paris-locations-955
