,Location Name,Latitude,Longitude,TV Show Name,TV Show Page Link
0,1320 Ohio St,38.107109,-122.244179,13 Reasons Why,https://www.latlong.net/location/13-reasons-why-locations-235
1,231 Bayview St,37.967632,-122.534531,13 Reasons Why,https://www.latlong.net/location/13-reasons-why-locations-235
2,415 Virginia St,38.101749,-122.256142,13 Reasons Why,https://www.latlong.net/location/13-reasons-why-locations-235
3,419 Georgia St,38.100761,-122.255974,13 Reasons Why,https://www.latlong.net/location/13-reasons-why-locations-235
4,Analy High School (Liberty High),38.407238,-122.826286,13 Reasons Why,https://www.latlong.net/location/13-reasons-why-locations-235
5,Belvedere,37.874763,-122.468582,13 Reasons Why,https://www.latlong.net/location/13-reasons-why-locations-235
6,Corte Madera,37.925449,-122.528954,13 Reasons Why,https://www.latlong.net/location/13-reasons-why-locations-235
7,Crockett,38.033363,-122.248032,13 Reasons Why,https://www.latlong.net/location/13-reasons-why-locations-235
8,Deer Creek Village,38.253311,-122.636642,13 Reasons Why,https://www.latlong.net/location/13-reasons-why-locations-235
9,Fernwood Cemetery,37.876404,-122.524307,13 Reasons Why,https://www.latlong.net/location/13-reasons-why-locations-235
10,Larkspur,37.934769,-122.536911,13 Reasons Why,https://www.latlong.net/location/13-reasons-why-locations-235
11,Mare Island,38.094612,-122.273857,13 Reasons Why,https://www.latlong.net/location/13-reasons-why-locations-235
12,Martinez,37.995663,-122.121468,13 Reasons Why,https://www.latlong.net/location/13-reasons-why-locations-235
13,Mount Diablo,37.881588,-121.914261,13 Reasons Why,https://www.latlong.net/location/13-reasons-why-locations-235
14,Oakland,37.802929,-122.280907,13 Reasons Why,https://www.latlong.net/location/13-reasons-why-locations-235
15,The Crestmont,38.100876,-122.257332,13 Reasons Why,https://www.latlong.net/location/13-reasons-why-locations-235
16,202 N Houston St,32.44339,-97.787842,1883,https://www.latlong.net/location/1883-locations-1457
17,221 W Exchange Ave,32.788704,-97.351379,1883,https://www.latlong.net/location/1883-locations-1457
18,302 W Exchange Ave,32.789108,-97.351868,1883,https://www.latlong.net/location/1883-locations-1457
19,Fort Worth,32.802235,-97.409691,1883,https://www.latlong.net/location/1883-locations-1457
20,Granbury,32.451618,-97.797142,1883,https://www.latlong.net/location/1883-locations-1457
21,Livingston,45.662811,-110.566002,1883,https://www.latlong.net/location/1883-locations-1457
22,Paradise Valley,45.604492,-110.571709,1883,https://www.latlong.net/location/1883-locations-1457
23,Rockdale,30.657627,-97.01651,1883,https://www.latlong.net/location/1883-locations-1457
24,Weatherford,32.756462,-97.80101,1883,https://www.latlong.net/location/1883-locations-1457
25,Berlin,52.531086,13.287597,1899,https://www.latlong.net/location/1899-locations-1726
26,London,51.505836,-0.157336,1899,https://www.latlong.net/location/1899-locations-1726
27,Studio Babelsberg,52.387028,13.120093,1899,https://www.latlong.net/location/1899-locations-1726
28,Anaconda,46.082413,-113.215469,1923,https://www.latlong.net/location/1923-locations-1711
29,Butte,45.913574,-112.803932,1923,https://www.latlong.net/location/1923-locations-1711
30,Deer Lodge,46.399223,-112.739197,1923,https://www.latlong.net/location/1923-locations-1711
31,Dillon,45.218243,-112.640083,1923,https://www.latlong.net/location/1923-locations-1711
32,Hamilton,46.250065,-114.164146,1923,https://www.latlong.net/location/1923-locations-1711
33,Park City,45.63026,-108.920609,1923,https://www.latlong.net/location/1923-locations-1711
34,Valier,48.305271,-112.255211,1923,https://www.latlong.net/location/1923-locations-1711
35,Whitehall,45.871937,-112.10006,1923,https://www.latlong.net/location/1923-locations-1711
36,Bramshill House,51.332588,-0.912107,3 Body Problem,https://www.latlong.net/location/3-body-problem-locations-2004
37,Cabo Sillero,42.111496,-8.904938,3 Body Problem,https://www.latlong.net/location/3-body-problem-locations-2004
38,Cambridge,42.373604,-71.114746,3 Body Problem,https://www.latlong.net/location/3-body-problem-locations-2004
39,Culebra Cut,9.093913,-79.681976,3 Body Problem,https://www.latlong.net/location/3-body-problem-locations-2004
40,Diamond Light Source,51.574371,-1.311065,3 Body Problem,https://www.latlong.net/location/3-body-problem-locations-2004
41,Guadalupe,39.451103,-5.327775,3 Body Problem,https://www.latlong.net/location/3-body-problem-locations-2004
42,Jacksonville,30.330818,-81.7742,3 Body Problem,https://www.latlong.net/location/3-body-problem-locations-2004
43,London,51.509197,-0.16252,3 Body Problem,https://www.latlong.net/location/3-body-problem-locations-2004
44,New York,40.715862,-74.043228,3 Body Problem,https://www.latlong.net/location/3-body-problem-locations-2004
45,Oxford,51.753502,-1.268885,3 Body Problem,https://www.latlong.net/location/3-body-problem-locations-2004
46,Shepperton Studios,51.40752,-0.463878,3 Body Problem,https://www.latlong.net/location/3-body-problem-locations-2004
47,United Nations Headquarters,40.749336,-73.968048,3 Body Problem,https://www.latlong.net/location/3-body-problem-locations-2004
48,Bad Wolf Studios,51.472374,-3.151334,A Discovery of Witches,https://www.latlong.net/location/a-discovery-of-witches-locations-1108
49,Bodleian Library,51.754063,-1.254055,A Discovery of Witches,https://www.latlong.net/location/a-discovery-of-witches-locations-1108
50,Carew Castle,51.698456,-4.830421,A Discovery of Witches,https://www.latlong.net/location/a-discovery-of-witches-locations-1108
51,Corn St,51.454399,-2.594411,A Discovery of Witches,https://www.latlong.net/location/a-discovery-of-witches-locations-1108
52,St. Donats Castle,51.401814,-3.532316,A Discovery of Witches,https://www.latlong.net/location/a-discovery-of-witches-locations-1108
53,University of Oxford,51.754742,-1.254527,A Discovery of Witches,https://www.latlong.net/location/a-discovery-of-witches-locations-1108
54,Venice,45.446461,12.306366,A Discovery of Witches,https://www.latlong.net/location/a-discovery-of-witches-locations-1108
55,Bountiful,40.887703,-111.886505,A Murder at the End of the World,https://www.latlong.net/location/a-murder-at-the-end-of-the-world-locations-1932
56,Eleven Doplar Farm,65.944351,-18.939882,A Murder at the End of the World,https://www.latlong.net/location/a-murder-at-the-end-of-the-world-locations-1932
57,Green River,38.994915,-110.166328,A Murder at the End of the World,https://www.latlong.net/location/a-murder-at-the-end-of-the-world-locations-1932
58,Kearny,40.764893,-74.148682,A Murder at the End of the World,https://www.latlong.net/location/a-murder-at-the-end-of-the-world-locations-1932
59,Readington River Buffalo Farm,40.566051,-74.820389,A Murder at the End of the World,https://www.latlong.net/location/a-murder-at-the-end-of-the-world-locations-1932
60,Amsterdam,52.369705,4.876073,A Small Light,https://www.latlong.net/location/a-small-light-locations-1846
61,Hradec Kralove,50.211239,15.799675,A Small Light,https://www.latlong.net/location/a-small-light-locations-1846
62,Prague,50.080341,14.395231,A Small Light,https://www.latlong.net/location/a-small-light-locations-1846
63,Calgary,51.025635,-114.123169,A Teacher,https://www.latlong.net/location/a-teacher-locations-1068
64,Family Foods,51.058598,-114.014633,A Teacher,https://www.latlong.net/location/a-teacher-locations-1068
65,Luton,51.890999,-0.434637,A Very British Scandal,https://www.latlong.net/location/a-very-british-scandal-locations-1470
66,Sheraton Grand London Park Lane,51.505016,-0.147254,A Very British Scandal,https://www.latlong.net/location/a-very-british-scandal-locations-1470
67,Los Angeles,34.054527,-118.281059,Abbott Elementary,https://www.latlong.net/location/abbott-elementary-locations-1976
68,Vermont Avenue Elementary School,34.030949,-118.292915,Abbott Elementary,https://www.latlong.net/location/abbott-elementary-locations-1976
69,Warner Bros. Studios,34.148514,-118.336319,Abbott Elementary,https://www.latlong.net/location/abbott-elementary-locations-1976
70,Nu Boyana Film Studios,42.640575,23.292786,Absentia,https://www.latlong.net/location/absentia-locations-810
71,Sofia (София),42.696495,23.317596,Absentia,https://www.latlong.net/location/absentia-locations-810
72,1stBank Center,39.904549,-105.085609,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
73,Addition Financial Arena,28.607468,-81.197548,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
74,Agganis Arena,42.352242,-71.117851,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
75,Arthur Ashe Stadium,40.749939,-73.847382,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
76,Blue Cross Arena,43.15377,-77.611107,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
77,Capital One Arena,38.898109,-77.021332,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
78,Coca-Cola Coliseum,43.636044,-79.415253,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
79,Curtis Culwell Center,32.959278,-96.642189,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
80,Daily's Place,30.322128,-81.637932,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
81,Entertainment & Sports Arena,38.846909,-76.991455,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
82,Fertitta Center,29.724691,-95.347176,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
83,Fifth Third Arena,39.131176,-84.514229,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
84,Gas South Arena,33.991619,-84.094109,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
85,Greensboro Coliseum,36.059692,-79.825966,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
86,Heritage Bank Center,39.098019,-84.504578,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
87,Indiana Farmers Coliseum,39.827618,-86.135231,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
88,James L. Knight Center,25.770933,-80.1912,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
89,Jim Whelan Boardwalk Hall,39.354942,-74.438713,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
90,Liacouras Center,39.979828,-75.158714,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
91,Maverik Center,40.70277,-111.950821,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
92,Nashville Municipal Auditorium,36.167576,-86.782539,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
93,NOW Arena,42.069172,-88.212151,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
94,Petersen Events Center,40.443893,-79.962608,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
95,PNC Arena,35.803337,-78.722054,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
96,Prudential Center,40.733585,-74.171295,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
97,Silverstein Eye Centers Arena (Cable Dahmer Arena),39.040043,-94.35762,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
98,UBS Arena,40.711864,-73.726135,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
99,UW-Milwaukee Panther Arena,43.042187,-87.916908,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
100,Wintrust Arena,41.853634,-87.62149,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
101,Wolstein Center,41.499378,-81.677361,AEW Dynamite,https://www.latlong.net/location/aew-dynamite-locations-1782
102,1STBANK Center,39.904621,-105.085518,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
103,Agganis Arena,42.352219,-71.118011,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
104,Arthur Ashe Stadium,40.749943,-73.847374,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
105,Blue Cross Arena,43.153839,-77.610977,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
106,Chaifetz Arena,38.632542,-90.227959,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
107,Chartway Arena,36.884151,-76.301758,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
108,Curtis Culwell Center,32.959309,-96.642349,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
109,Daily's Place,30.322102,-81.637924,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
110,DCU Center,42.26453,-71.798714,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
111,Enmarket Arena,32.074051,-81.111679,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
112,Entertainment & Sports Arena,38.846901,-76.991463,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
113,Fifth Third Arena,39.131161,-84.514214,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
114,Freeman Coliseum,29.427082,-98.439369,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
115,Gas South Arena,33.991665,-84.094048,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
116,Gas South Arena,33.991673,-84.0942,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
117,Greensboro Coliseum,36.05962,-79.825867,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
118,James L. Knight Center,25.770906,-80.191147,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
119,Little Caesars Arena,42.341145,-83.055435,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
120,Nashville Municipal Auditorium,36.167393,-86.782654,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
121,NOW Arena,42.069157,-88.212135,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
122,Petersen Events Center,40.443829,-79.962608,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
123,PNC Arena,35.803402,-78.722069,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
124,Prudential Center,40.733513,-74.171188,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
125,Target Center,44.979511,-93.276581,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
126,The Liacouras Center,39.979767,-75.158669,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
127,UBS Arena,40.711803,-73.726196,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
128,United Center,41.880703,-87.674393,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
129,UW-Milwaukee Panther Arena,43.042233,-87.916992,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
130,Wintrust Arena,41.853718,-87.621582,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
131,Wolstein Center,41.499367,-81.677094,AEW Rampage,https://www.latlong.net/location/aew-rampage-locations-1763
132,65 Flask Walk,51.557743,-0.176006,After Life,https://www.latlong.net/location/after-life-locations-290
133,Beaconsfield Old Town Registration Office (Autumnal Leavees Care Home),51.600548,-0.635941,After Life,https://www.latlong.net/location/after-life-locations-290
134,Camber Sands,50.932564,0.795291,After Life,https://www.latlong.net/location/after-life-locations-290
135,High St,51.759693,-0.472345,After Life,https://www.latlong.net/location/after-life-locations-290
136,Hive Coffee Shop + Night Cafe,51.758377,-0.471877,After Life,https://www.latlong.net/location/after-life-locations-290
137,Jordans Antique Centre,51.759644,-0.472285,After Life,https://www.latlong.net/location/after-life-locations-290
138,Oundle,52.480679,-0.469631,After Life,https://www.latlong.net/location/after-life-locations-290
139,St Mary & All Saints,51.601421,-0.637309,After Life,https://www.latlong.net/location/after-life-locations-290
140,The Tambury Gazette,51.759563,-0.472416,After Life,https://www.latlong.net/location/after-life-locations-290
141,Vale of Health (Tony’s House),51.56226,-0.17646,After Life,https://www.latlong.net/location/after-life-locations-290
142,Villa Bianca,51.555653,-0.177612,After Life,https://www.latlong.net/location/after-life-locations-290
143,Culver City,34.019817,-118.400276,Agents of S.H.I.E.L.D.,https://www.latlong.net/location/agents-of-s-h-i-e-l-d-locations-628
144,Los Angeles,34.051926,-118.265938,Agents of S.H.I.E.L.D.,https://www.latlong.net/location/agents-of-s-h-i-e-l-d-locations-628
145,Paris,48.857552,2.345031,Agents of S.H.I.E.L.D.,https://www.latlong.net/location/agents-of-s-h-i-e-l-d-locations-628
146,Stockholm,59.329338,18.062513,Agents of S.H.I.E.L.D.,https://www.latlong.net/location/agents-of-s-h-i-e-l-d-locations-628
147,Viejo San Juan,18.465467,-66.117401,Agents of S.H.I.E.L.D.,https://www.latlong.net/location/agents-of-s-h-i-e-l-d-locations-628
148,Los Angeles,34.054352,-118.27179,Ahsoka,https://www.latlong.net/location/ahsoka-locations-1880
149,MBS Media Campus,33.898811,-118.38414,Ahsoka,https://www.latlong.net/location/ahsoka-locations-1880
150,Garry Point Park,49.125805,-123.195297,Alaska Daily,https://www.latlong.net/location/alaska-daily-locations-1960
151,Steveston,49.133205,-123.186729,Alaska Daily,https://www.latlong.net/location/alaska-daily-locations-1960
152,The Fortress Film Center,49.264984,-123.144272,Alaska Daily,https://www.latlong.net/location/alaska-daily-locations-1960
153,Vancouver,49.282242,-123.131699,Alaska Daily,https://www.latlong.net/location/alaska-daily-locations-1960
154,42 Reverdy Rd (Alex's house),51.49144,-0.070449,Alex Rider,https://www.latlong.net/location/alex-rider-locations-1057
155,Ark Burlington Danes Academy,51.518948,-0.229712,Alex Rider,https://www.latlong.net/location/alex-rider-locations-1057
156,Coke St,51.515411,-0.066106,Alex Rider,https://www.latlong.net/location/alex-rider-locations-1057
157,Sinaia,45.329872,25.560003,Alex Rider,https://www.latlong.net/location/alex-rider-locations-1057
158,Correctional Service of Canada Museum,44.221584,-76.513885,Alias Grace,https://www.latlong.net/location/alias-grace-locations-445
159,Kingston Penitentiary,44.219242,-76.513542,Alias Grace,https://www.latlong.net/location/alias-grace-locations-445
160,Revival 629,43.658932,-79.335594,Alias Grace,https://www.latlong.net/location/alias-grace-locations-445
161,Toronto,43.663898,-79.400024,Alias Grace,https://www.latlong.net/location/alias-grace-locations-445
162,Berlin,52.527969,13.346567,All the Light We Cannot See,https://www.latlong.net/location/all-the-light-we-cannot-see-locations-1909
163,Budapest,47.502193,19.006184,All the Light We Cannot See,https://www.latlong.net/location/all-the-light-we-cannot-see-locations-1909
164,Saint-Malo,48.6502,-2.030384,All the Light We Cannot See,https://www.latlong.net/location/all-the-light-we-cannot-see-locations-1909
165,Soponya,47.013634,18.441366,All the Light We Cannot See,https://www.latlong.net/location/all-the-light-we-cannot-see-locations-1909
166,Villefranche de Rouergue,44.350594,2.02304,All the Light We Cannot See,https://www.latlong.net/location/all-the-light-we-cannot-see-locations-1909
167,Boston,42.359783,-71.064201,Ally McBeal,https://www.latlong.net/location/ally-mcbeal-locations-629
168,Hollywood,34.092918,-118.330841,Ally McBeal,https://www.latlong.net/location/ally-mcbeal-locations-629
169,Manhattan Beach Studios,33.901527,-118.384308,Ally McBeal,https://www.latlong.net/location/ally-mcbeal-locations-629
170,RED Studios Hollywood,34.086086,-118.328293,Ally McBeal,https://www.latlong.net/location/ally-mcbeal-locations-629
171,Universal Studios,34.138077,-118.353409,Ally McBeal,https://www.latlong.net/location/ally-mcbeal-locations-629
172,Museum of Anthropology,49.269402,-123.258949,Altered Carbon,https://www.latlong.net/location/altered-carbon-locations-437
173,Pacific Press Studios,49.164257,-122.887077,Altered Carbon,https://www.latlong.net/location/altered-carbon-locations-437
174,Sky Pilot Suspension Bridge,49.670753,-123.133507,Altered Carbon,https://www.latlong.net/location/altered-carbon-locations-437
175,the Marine Building,49.287392,-123.117119,Altered Carbon,https://www.latlong.net/location/altered-carbon-locations-437
176,The Qube,49.288994,-123.127632,Altered Carbon,https://www.latlong.net/location/altered-carbon-locations-437
177,UBC Rose Garden,49.269321,-123.256439,Altered Carbon,https://www.latlong.net/location/altered-carbon-locations-437
178,Vancouver,49.28273,-123.120735,Altered Carbon,https://www.latlong.net/location/altered-carbon-locations-437
179,Vancouver Convention Centre West Building,49.289104,-123.117027,Altered Carbon,https://www.latlong.net/location/altered-carbon-locations-437
180,Vandusen Garden Visitor Centre,49.239128,-123.128914,Altered Carbon,https://www.latlong.net/location/altered-carbon-locations-437
181,Alto,34.467251,-83.574303,Amazing Stories,https://www.latlong.net/location/amazing-stories-locations-449
182,Centennial Olympic Park,33.761749,-84.394577,Amazing Stories,https://www.latlong.net/location/amazing-stories-locations-449
183,Dobbins Air Reserve Base,33.918781,-84.504677,Amazing Stories,https://www.latlong.net/location/amazing-stories-locations-449
184,Downtown Atlanta,33.755466,-84.390274,Amazing Stories,https://www.latlong.net/location/amazing-stories-locations-449
185,Emory Briarcliff Campus,33.788582,-84.34259,Amazing Stories,https://www.latlong.net/location/amazing-stories-locations-449
186,Flowery Branch,34.184891,-83.926025,Amazing Stories,https://www.latlong.net/location/amazing-stories-locations-449
187,Forsyth,33.033833,-83.939583,Amazing Stories,https://www.latlong.net/location/amazing-stories-locations-449
188,Griffin,33.245525,-84.26844,Amazing Stories,https://www.latlong.net/location/amazing-stories-locations-449
189,Kirkwood,33.753078,-84.327423,Amazing Stories,https://www.latlong.net/location/amazing-stories-locations-449
190,Sandy Springs,33.928959,-84.375,Amazing Stories,https://www.latlong.net/location/amazing-stories-locations-449
191,Smyrna,33.881886,-84.51799,Amazing Stories,https://www.latlong.net/location/amazing-stories-locations-449
192,Starlight Drive-In Theatre,33.702034,-84.346916,Amazing Stories,https://www.latlong.net/location/amazing-stories-locations-449
193,Altadena,34.193378,-118.138954,American Born Chinese,https://www.latlong.net/location/american-born-chinese-locations-1832
194,Los Angeles,34.054771,-118.273941,American Born Chinese,https://www.latlong.net/location/american-born-chinese-locations-1832
195,1006 N Rexford Dr (O.J. Simpson's house),34.087376,-118.411644,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
196,11978 Mayfield Ave,34.047421,-118.468239,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
197,16254 Mandalay Dr (Robert Kardashian's house),34.140636,-118.487778,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
198,1999 Avenue of the Stars,34.058853,-118.417137,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
199,3314 Club Dr (Marcia Clark's house),34.032402,-118.402306,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
200,4804 Topeka Dr (Kris Jenner's house),34.15683,-118.547913,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
201,643 La Cienega Blvd,34.083267,-118.376732,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
202,718 N Elm Dr,34.083981,-118.402863,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
203,8573 Robert Ave (Christopher Darden's house),34.225269,-118.370956,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
204,917 S Bundy Dr,34.047947,-118.470787,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
205,Chin Chin Brentwood,34.052898,-118.466927,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
206,Clark Residences,34.059681,-118.265579,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
207,Doheny Mansion,34.030666,-118.277039,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
208,Fox Searchlight Pictures,34.051456,-118.41008,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
209,Hollywood American Legion Post 43,34.107693,-118.337837,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
210,Hollywood Forever Cemetery,34.088875,-118.319099,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
211,Hollywood Riviera Studios,33.841339,-118.335129,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
212,I-710 & Long Beach Fwy,33.792328,-118.207695,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
213,Le Petit Bistro,34.082878,-118.376686,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
214,Los Angeles Center Studios,34.055229,-118.261024,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
215,Miami,25.761316,-80.200424,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
216,MR CHOW BEVERLY HILLS,34.068005,-118.40332,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
217,Omni Los Angeles Hotel at California Plaza,34.052547,-118.250526,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
218,Philadelphia,39.955704,-75.173935,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
219,San Pedro Municipal Building,33.738155,-118.280319,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
220,Stone Harbor,39.046268,-74.765953,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
221,The Hollywood Roosevelt,34.101246,-118.341637,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
222,The Prince,34.05962,-118.295341,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
223,Wilmington,39.744846,-75.554329,American Crime Story,https://www.latlong.net/location/american-crime-story-locations-1238
224,Cambridge,43.407013,-80.336945,American Gods,https://www.latlong.net/location/american-gods-locations-687
225,Cinespace Film Studios,43.630627,-79.529457,American Gods,https://www.latlong.net/location/american-gods-locations-687
226,Guelph,43.54472,-80.273018,American Gods,https://www.latlong.net/location/american-gods-locations-687
227,McAlester,34.935478,-95.770905,American Gods,https://www.latlong.net/location/american-gods-locations-687
228,Newfoundland and Labrador,54.079082,-62.170727,American Gods,https://www.latlong.net/location/american-gods-locations-687
229,Oklahoma City,35.470928,-97.525574,American Gods,https://www.latlong.net/location/american-gods-locations-687
230,Ponca City,36.723438,-97.083611,American Gods,https://www.latlong.net/location/american-gods-locations-687
231,Queens Square,43.359051,-80.317062,American Gods,https://www.latlong.net/location/american-gods-locations-687
232,Toronto,43.703518,-79.419762,American Gods,https://www.latlong.net/location/american-gods-locations-687
233,1120 Westchester Pl,34.050087,-118.317291,American Horror Stories,https://www.latlong.net/location/american-horror-stories-locations-1332
234,Los Angeles,34.068378,-118.295776,American Horror Stories,https://www.latlong.net/location/american-horror-stories-locations-1332
235,1542 N Orange Grove Ave (Ally and Ivy's House),34.098999,-118.360298,American Horror Story,https://www.latlong.net/location/american-horror-story-locations-357
236,Buckner Mansion,29.931902,-90.079163,American Horror Story,https://www.latlong.net/location/american-horror-story-locations-357
237,Cecil Hotel,34.044327,-118.250839,American Horror Story,https://www.latlong.net/location/american-horror-story-locations-357
238,Community Court,33.753063,-117.867531,American Horror Story,https://www.latlong.net/location/american-horror-story-locations-357
239,Fawnskin,34.266979,-116.941811,American Horror Story,https://www.latlong.net/location/american-horror-story-locations-357
240,Hidden Valley,34.137291,-118.93541,American Horror Story,https://www.latlong.net/location/american-horror-story-locations-357
241,James Oviatt Building,34.047684,-118.254845,American Horror Story,https://www.latlong.net/location/american-horror-story-locations-357
242,Longue Vue House and Gardens,29.977083,-90.122864,American Horror Story,https://www.latlong.net/location/american-horror-story-locations-357
243,Los Angeles,34.052235,-118.243683,American Horror Story,https://www.latlong.net/location/american-horror-story-locations-357
244,New Orleans,29.951065,-90.071533,American Horror Story,https://www.latlong.net/location/american-horror-story-locations-357
245,Oakhurst,37.327972,-119.650742,American Horror Story,https://www.latlong.net/location/american-horror-story-locations-357
246,Paramount Studios,34.085869,-118.31916,American Horror Story,https://www.latlong.net/location/american-horror-story-locations-357
247,Rosenheim Mansion,34.050114,-118.317245,American Horror Story,https://www.latlong.net/location/american-horror-story-locations-357
248,Santa Ana Court House,33.750252,-117.86937,American Horror Story,https://www.latlong.net/location/american-horror-story-locations-357
249,The LaLaurie Mansion,29.961761,-90.061165,American Horror Story,https://www.latlong.net/location/american-horror-story-locations-357
250,The Orpheum Theatre,34.042519,-118.255692,American Horror Story,https://www.latlong.net/location/american-horror-story-locations-357
251,YMCA,34.196617,-118.446251,American Horror Story,https://www.latlong.net/location/american-horror-story-locations-357
252,Alex Theatre,34.148808,-118.254265,American Idol,https://www.latlong.net/location/american-idol-locations-429
253,Asheville,35.59684,-82.554138,American Idol,https://www.latlong.net/location/american-idol-locations-429
254,Atlanta,33.750267,-84.39196,American Idol,https://www.latlong.net/location/american-idol-locations-429
255,Austin,30.336092,-97.760155,American Idol,https://www.latlong.net/location/american-idol-locations-429
