,Location Name,Latitude,Longitude,Movie Name,Movie Page Link
7579,Marineland of the Pacific (closed),33.736328,-118.398079,Pirates of the Caribbean: The Curse of the Black Pearl,https://www.latlong.net/location/pirates-of-the-caribbean-the-curse-of-the-black-pearl-locations-179
7580,Samana,19.203831,-69.33976,Pirates of the Caribbean: The Curse of the Black Pearl,https://www.latlong.net/location/pirates-of-the-caribbean-the-curse-of-the-black-pearl-locations-179
7581,Universal Studios,34.138096,-118.353401,Pirates of the Caribbean: The Curse of the Black Pearl,https://www.latlong.net/location/pirates-of-the-caribbean-the-curse-of-the-black-pearl-locations-179
7582,Wallilabou Bay,13.246686,-61.271439,Pirates of the Caribbean: The Curse of the Black Pearl,https://www.latlong.net/location/pirates-of-the-caribbean-the-curse-of-the-black-pearl-locations-179
7583,Walt Disney Studios,34.156734,-118.325157,Pirates of the Caribbean: The Curse of the Black Pearl,https://www.latlong.net/location/pirates-of-the-caribbean-the-curse-of-the-black-pearl-locations-179
7584,Baton Rouge,30.442575,-91.193756,Pitch Perfect,https://www.latlong.net/location/pitch-perfect-locations-108
7585,Louisiana State University,30.413258,-91.181099,Pitch Perfect,https://www.latlong.net/location/pitch-perfect-locations-108
7586,Brugge,51.208347,3.22353,PK,https://www.latlong.net/location/pk-locations-100
7587,Chandni Chowk,28.658949,77.229935,PK,https://www.latlong.net/location/pk-locations-100
7588,Old Delhi,28.65587,77.230194,PK,https://www.latlong.net/location/pk-locations-100
7589,Rajasthan,26.251379,71.943932,PK,https://www.latlong.net/location/pk-locations-100
7590,Puerto Rico Convention Center,18.45344,-66.092346,Plane,https://www.latlong.net/location/plane-locations-1755
7591,San Juan,18.40708,-66.084976,Plane,https://www.latlong.net/location/plane-locations-1755
7592,Batavia,42.99939,-78.189728,"Planes, Trains and Automobiles",https://www.latlong.net/location/planes-trains-and-automobiles-locations-1082
7593,Chicago,41.877754,-87.642159,"Planes, Trains and Automobiles",https://www.latlong.net/location/planes-trains-and-automobiles-locations-1082
7594,Coal City,41.286835,-88.288383,"Planes, Trains and Automobiles",https://www.latlong.net/location/planes-trains-and-automobiles-locations-1082
7595,El Rancho Motel,42.390934,-87.924362,"Planes, Trains and Automobiles",https://www.latlong.net/location/planes-trains-and-automobiles-locations-1082
7596,LaSalle/Van Buren,41.87693,-87.631859,"Planes, Trains and Automobiles",https://www.latlong.net/location/planes-trains-and-automobiles-locations-1082
7597,LeMoore,36.298542,-119.797668,"Planes, Trains and Automobiles",https://www.latlong.net/location/planes-trains-and-automobiles-locations-1082
7598,Madison,41.771076,-81.059853,"Planes, Trains and Automobiles",https://www.latlong.net/location/planes-trains-and-automobiles-locations-1082
7599,Neal's House,42.087242,-87.708038,"Planes, Trains and Automobiles",https://www.latlong.net/location/planes-trains-and-automobiles-locations-1082
7600,New York City,40.758163,-73.967514,"Planes, Trains and Automobiles",https://www.latlong.net/location/planes-trains-and-automobiles-locations-1082
7601,South Dayton,42.363922,-79.055374,"Planes, Trains and Automobiles",https://www.latlong.net/location/planes-trains-and-automobiles-locations-1082
7602,St. Louis Lambert International Airport,38.749832,-90.375679,"Planes, Trains and Automobiles",https://www.latlong.net/location/planes-trains-and-automobiles-locations-1082
7603,Sun Motel,41.262272,-88.244728,"Planes, Trains and Automobiles",https://www.latlong.net/location/planes-trains-and-automobiles-locations-1082
7604,Taylor Wells Rd,41.538231,-81.160545,"Planes, Trains and Automobiles",https://www.latlong.net/location/planes-trains-and-automobiles-locations-1082
7605,Wilmington,41.306286,-88.149788,"Planes, Trains and Automobiles",https://www.latlong.net/location/planes-trains-and-automobiles-locations-1082
7606,Woodstock,42.313351,-88.449699,"Planes, Trains and Automobiles",https://www.latlong.net/location/planes-trains-and-automobiles-locations-1082
7607,1925 Las Virgenes Rd,34.098446,-118.712708,Planet of the Apes,https://www.latlong.net/location/planet-of-the-apes-locations-1204
7608,20th Century Fox Studios,34.051434,-118.410187,Planet of the Apes,https://www.latlong.net/location/planet-of-the-apes-locations-1204
7609,Coal Mine Canyon,36.033474,-111.009438,Planet of the Apes,https://www.latlong.net/location/planet-of-the-apes-locations-1204
7610,Glen Canyon,37.089466,-111.1894,Planet of the Apes,https://www.latlong.net/location/planet-of-the-apes-locations-1204
7611,Kayenta,36.710102,-110.255478,Planet of the Apes,https://www.latlong.net/location/planet-of-the-apes-locations-1204
7612,Lake Powell,37.081039,-111.264183,Planet of the Apes,https://www.latlong.net/location/planet-of-the-apes-locations-1204
7613,Malibu,34.032253,-118.788391,Planet of the Apes,https://www.latlong.net/location/planet-of-the-apes-locations-1204
7614,Malibu Creek State Park,34.097942,-118.731453,Planet of the Apes,https://www.latlong.net/location/planet-of-the-apes-locations-1204
7615,Page,36.914505,-111.460312,Planet of the Apes,https://www.latlong.net/location/planet-of-the-apes-locations-1204
7616,Westward Beach,34.012962,-118.820038,Planet of the Apes,https://www.latlong.net/location/planet-of-the-apes-locations-1204
7617,White Pocket,36.956081,-111.904388,Planet of the Apes,https://www.latlong.net/location/planet-of-the-apes-locations-1204
7618,Zuma Beach,34.021679,-118.831429,Planet of the Apes,https://www.latlong.net/location/planet-of-the-apes-locations-1204
7619,2444 Wilshire Blvd,34.034515,-118.478653,Point Break,https://www.latlong.net/location/point-break-locations-1315
7620,3849 Main St,34.024349,-118.394577,Point Break,https://www.latlong.net/location/point-break-locations-1315
7621,600 N Catalina Ave,33.84705,-118.391861,Point Break,https://www.latlong.net/location/point-break-locations-1315
7622,6000 Sepulveda Blvd,33.985435,-118.393379,Point Break,https://www.latlong.net/location/point-break-locations-1315
7623,6198 W Slauson Ave,33.988445,-118.393974,Point Break,https://www.latlong.net/location/point-break-locations-1315
7624,6506 Westward Beach Rd,34.016579,-118.816498,Point Break,https://www.latlong.net/location/point-break-locations-1315
7625,Ballona Creek,33.98835,-118.413902,Point Break,https://www.latlong.net/location/point-break-locations-1315
7626,Dockweiler Beach,33.92741,-118.435051,Point Break,https://www.latlong.net/location/point-break-locations-1315
7627,Ecola State Park,45.919479,-123.973679,Point Break,https://www.latlong.net/location/point-break-locations-1315
7628,Hollywood,34.093967,-118.333199,Point Break,https://www.latlong.net/location/point-break-locations-1315
7629,Lake Powell,37.074688,-111.263039,Point Break,https://www.latlong.net/location/point-break-locations-1315
7630,Leo Carrillo State Beach,34.043758,-118.936203,Point Break,https://www.latlong.net/location/point-break-locations-1315
7631,Manhattan Beach Pier,33.883926,-118.413216,Point Break,https://www.latlong.net/location/point-break-locations-1315
7632,N Catalina Ave & Beryl St,33.846436,-118.392082,Point Break,https://www.latlong.net/location/point-break-locations-1315
7633,Neptune's Net,34.053196,-118.962563,Point Break,https://www.latlong.net/location/point-break-locations-1315
7634,Pacific Coast Hwy,34.030373,-118.754105,Point Break,https://www.latlong.net/location/point-break-locations-1315
7635,Pacific Palisades,34.03701,-118.519371,Point Break,https://www.latlong.net/location/point-break-locations-1315
7636,Santa Monica Airport,34.017754,-118.447533,Point Break,https://www.latlong.net/location/point-break-locations-1315
7637,Venice Pier,33.977455,-118.469627,Point Break,https://www.latlong.net/location/point-break-locations-1315
7638,Waimea Bay Beach Park,21.639814,-158.065552,Point Break,https://www.latlong.net/location/point-break-locations-1315
7639,Wheeler,45.689396,-123.886131,Point Break,https://www.latlong.net/location/point-break-locations-1315
7640,2264 Lake Shore Blvd W,43.620434,-79.484665,Police Academy,https://www.latlong.net/location/police-academy-locations-1764
7641,2983 Lake Shore Blvd W,43.600231,-79.507088,Police Academy,https://www.latlong.net/location/police-academy-locations-1764
7642,81 Elsfield Rd,43.643284,-79.506989,Police Academy,https://www.latlong.net/location/police-academy-locations-1764
7643,Brampton,43.713123,-79.791115,Police Academy,https://www.latlong.net/location/police-academy-locations-1764
7644,Carlaw Ave,43.670197,-79.343903,Police Academy,https://www.latlong.net/location/police-academy-locations-1764
7645,Cherry Street Bridge,43.647636,-79.354454,Police Academy,https://www.latlong.net/location/police-academy-locations-1764
7646,Humber College Lakeshore Campus,43.596359,-79.520401,Police Academy,https://www.latlong.net/location/police-academy-locations-1764
7647,Kensington Market,43.655113,-79.404915,Police Academy,https://www.latlong.net/location/police-academy-locations-1764
7648,Silver Dollar Room (Closed),43.658463,-79.400749,Police Academy,https://www.latlong.net/location/police-academy-locations-1764
7649,Simcoe St,43.650452,-79.387428,Police Academy,https://www.latlong.net/location/police-academy-locations-1764
7650,Toy Factory Lofts,43.638893,-79.41951,Police Academy,https://www.latlong.net/location/police-academy-locations-1764
7651,4267 Roxbury St,34.299603,-118.711372,Poltergeist,https://www.latlong.net/location/poltergeist-locations-1020
7652,Calabria Dr,34.157852,-118.753899,Poltergeist,https://www.latlong.net/location/poltergeist-locations-1020
7653,Calmfield Ave,34.15942,-118.756035,Poltergeist,https://www.latlong.net/location/poltergeist-locations-1020
7654,Glean Ct,34.157738,-118.75457,Poltergeist,https://www.latlong.net/location/poltergeist-locations-1020
7655,Kanan Road,34.145252,-118.761482,Poltergeist,https://www.latlong.net/location/poltergeist-locations-1020
7656,Rustling Oaks Dr,34.161839,-118.759979,Poltergeist,https://www.latlong.net/location/poltergeist-locations-1020
7657,Shadycreek Dr,34.162861,-118.760818,Poltergeist,https://www.latlong.net/location/poltergeist-locations-1020
7658,University of California Irvine,33.640499,-117.84436,Poltergeist,https://www.latlong.net/location/poltergeist-locations-1020
7659,Glasgow,55.862667,-4.278792,Poor Things,https://www.latlong.net/location/poor-things-locations-1850
7660,Lisbon,38.727688,-9.15283,Poor Things,https://www.latlong.net/location/poor-things-locations-1850
7661,Origo Studios,47.581367,19.138271,Poor Things,https://www.latlong.net/location/poor-things-locations-1850
7662,Brech,47.719147,-3.002499,Portrait of a Lady on Fire,https://www.latlong.net/location/portrait-of-a-lady-on-fire-locations-467
7663,Bretagne,48.371647,-3.553293,Portrait of a Lady on Fire,https://www.latlong.net/location/portrait-of-a-lady-on-fire-locations-467
7664,Château de La Chapelle-Gauthier,48.550777,2.901164,Portrait of a Lady on Fire,https://www.latlong.net/location/portrait-of-a-lady-on-fire-locations-467
7665,Paris (Studio),48.85598,2.346565,Portrait of a Lady on Fire,https://www.latlong.net/location/portrait-of-a-lady-on-fire-locations-467
7666,Presqu'île de Quiberon,47.499771,-3.137267,Portrait of a Lady on Fire,https://www.latlong.net/location/portrait-of-a-lady-on-fire-locations-467
7667,Saint-Pierre Quiberon,47.520203,-3.134311,Portrait of a Lady on Fire,https://www.latlong.net/location/portrait-of-a-lady-on-fire-locations-467
7668,Jalisco,20.309601,-104.291367,Predator,https://www.latlong.net/location/predator-locations-1689
7669,Mismaloya,20.531868,-105.289818,Predator,https://www.latlong.net/location/predator-locations-1689
7670,Palenque,17.521404,-92.016228,Predator,https://www.latlong.net/location/predator-locations-1689
7671,Puerto Vallarta,20.654396,-105.230721,Predator,https://www.latlong.net/location/predator-locations-1689
7672,1014 Hope St (Andie's House),34.117111,-118.156265,Pretty in Pink,https://www.latlong.net/location/pretty-in-pink-locations-78
7673,366 South June Street,34.067039,-118.333809,Pretty in Pink,https://www.latlong.net/location/pretty-in-pink-locations-78
7674,3rd Street Promenade,34.016979,-118.497681,Pretty in Pink,https://www.latlong.net/location/pretty-in-pink-locations-78
7675,Biltmore Hotel,34.049168,-118.25351,Pretty in Pink,https://www.latlong.net/location/pretty-in-pink-locations-78
7676,Café Crêpe,34.014332,-118.49482,Pretty in Pink,https://www.latlong.net/location/pretty-in-pink-locations-78
7677,John Burroughs Middle School,34.063541,-118.33625,Pretty in Pink,https://www.latlong.net/location/pretty-in-pink-locations-78
7678,John Marshall High School,34.108215,-118.277443,Pretty in Pink,https://www.latlong.net/location/pretty-in-pink-locations-78
7679,Santa Clarita,34.395905,-118.542702,Pretty in Pink,https://www.latlong.net/location/pretty-in-pink-locations-78
7680,South Pasadena,34.115849,-118.150352,Pretty in Pink,https://www.latlong.net/location/pretty-in-pink-locations-78
7681,273 North Rodeo Drive,34.06768,-118.401878,Pretty Woman,https://www.latlong.net/location/pretty-woman-locations-92
7682,648 Sarbonne Rd,34.080177,-118.453171,Pretty Woman,https://www.latlong.net/location/pretty-woman-locations-92
7683,Ambassador Hotel,34.059822,-118.297104,Pretty Woman,https://www.latlong.net/location/pretty-woman-locations-92
7684,Arthur J. Will Memorial Fountain,34.05653,-118.247177,Pretty Woman,https://www.latlong.net/location/pretty-woman-locations-92
7685,Beverly Hills,34.07362,-118.400352,Pretty Woman,https://www.latlong.net/location/pretty-woman-locations-92
7686,Biltmore Hotel,34.049168,-118.25351,Pretty Woman,https://www.latlong.net/location/pretty-woman-locations-92
7687,Boulmiche,34.068745,-118.401245,Pretty Woman,https://www.latlong.net/location/pretty-woman-locations-92
7688,Carnegie Institute,40.448341,-80.00267,Pretty Woman,https://www.latlong.net/location/pretty-woman-locations-92
7689,Cicada Club,34.047817,-118.255363,Pretty Woman,https://www.latlong.net/location/pretty-woman-locations-92
7690,Las Palmas Hotel,34.10273,-118.335732,Pretty Woman,https://www.latlong.net/location/pretty-woman-locations-92
7691,Los Angeles Equestrian Center,34.157547,-118.307877,Pretty Woman,https://www.latlong.net/location/pretty-woman-locations-92
7692,Natural History Museum of Los Angeles County,34.017101,-118.288383,Pretty Woman,https://www.latlong.net/location/pretty-woman-locations-92
7693,Paseo de los Pobladores,34.056141,-118.246513,Pretty Woman,https://www.latlong.net/location/pretty-woman-locations-92
7694,Regent Beverly Wilshire Hotel,34.066719,-118.400871,Pretty Woman,https://www.latlong.net/location/pretty-woman-locations-92
7695,Rodeo Drive,34.069672,-118.40345,Pretty Woman,https://www.latlong.net/location/pretty-woman-locations-92
7696,W Los Angeles,34.062897,-118.440987,Pretty Woman,https://www.latlong.net/location/pretty-woman-locations-92
7697,Walt Disney Studios,34.156818,-118.325012,Pretty Woman,https://www.latlong.net/location/pretty-woman-locations-92
7698,Beechpark Way,51.67572,-0.423576,Pride,https://www.latlong.net/location/pride-locations-742
7699,Carreg Cennen Castle,51.854336,-3.935663,Pride,https://www.latlong.net/location/pride-locations-742
7700,Kingsgate Road,51.543171,-0.195931,Pride,https://www.latlong.net/location/pride-locations-742
7701,Llandeilo,51.884804,-3.992134,Pride,https://www.latlong.net/location/pride-locations-742
7702,London,51.507862,-0.130181,Pride,https://www.latlong.net/location/pride-locations-742
7703,Onllwyn,51.780739,-3.684904,Pride,https://www.latlong.net/location/pride-locations-742
7704,Regency Cafe,51.493969,-0.132255,Pride,https://www.latlong.net/location/pride-locations-742
7705,Roman Road,51.774288,-3.658806,Pride,https://www.latlong.net/location/pride-locations-742
7706,Slough,51.508976,-0.597054,Pride,https://www.latlong.net/location/pride-locations-742
7707,Basildon Park,51.499149,-1.121603,Pride & Prejudice (2005),https://www.latlong.net/location/pride-prejudice-2005-locations-817
7708,Burghley House,52.642456,-0.452575,Pride & Prejudice (2005),https://www.latlong.net/location/pride-prejudice-2005-locations-817
7709,Chatsworth House,53.22752,-1.61147,Pride & Prejudice (2005),https://www.latlong.net/location/pride-prejudice-2005-locations-817
7710,Groombridge Place Estates,51.118275,0.188878,Pride & Prejudice (2005),https://www.latlong.net/location/pride-prejudice-2005-locations-817
7711,Haddon Hall,53.194084,-1.650548,Pride & Prejudice (2005),https://www.latlong.net/location/pride-prejudice-2005-locations-817
7712,North Lees Hall,53.347424,-1.648009,Pride & Prejudice (2005),https://www.latlong.net/location/pride-prejudice-2005-locations-817
7713,Rutland,52.656548,-0.707508,Pride & Prejudice (2005),https://www.latlong.net/location/pride-prejudice-2005-locations-817
7714,St George's Square,52.651543,-0.476316,Pride & Prejudice (2005),https://www.latlong.net/location/pride-prejudice-2005-locations-817
7715,Stamford,52.651112,-0.480786,Pride & Prejudice (2005),https://www.latlong.net/location/pride-prejudice-2005-locations-817
7716,Stanage Edge,53.347622,-1.632821,Pride & Prejudice (2005),https://www.latlong.net/location/pride-prejudice-2005-locations-817
7717,Stourhead,51.105099,-2.317931,Pride & Prejudice (2005),https://www.latlong.net/location/pride-prejudice-2005-locations-817
7718,Weekley,52.419029,-0.698987,Pride & Prejudice (2005),https://www.latlong.net/location/pride-prejudice-2005-locations-817
7719,Wilton House,51.078533,-1.859303,Pride & Prejudice (2005),https://www.latlong.net/location/pride-prejudice-2005-locations-817
7720,Wiltshire,51.357407,-2.111317,Pride & Prejudice (2005),https://www.latlong.net/location/pride-prejudice-2005-locations-817
7721,Scooter's Roller Palace,43.510094,-79.63176,Priscilla,https://www.latlong.net/location/priscilla-locations-1904
7722,Toronto,43.675121,-79.417366,Priscilla,https://www.latlong.net/location/priscilla-locations-1904
7723,1605 Troy Smith Rd (Gas Station),33.807011,-83.775177,Prisoners,https://www.latlong.net/location/prisoners-locations-973
7724,1634 Phillips Rd (Holly Jones's house),33.743202,-84.134521,Prisoners,https://www.latlong.net/location/prisoners-locations-973
7725,2903 High Brook Way SE (Franklin Birch's house),33.612492,-84.02562,Prisoners,https://www.latlong.net/location/prisoners-locations-973
7726,4916 N Royal Atlanta Dr,33.859543,-84.187256,Prisoners,https://www.latlong.net/location/prisoners-locations-973
7727,5099 Memorial Dr,33.793983,-84.22644,Prisoners,https://www.latlong.net/location/prisoners-locations-973
7728,651 James P Brawley Dr NW,33.772442,-84.412292,Prisoners,https://www.latlong.net/location/prisoners-locations-973
7729,700 Deering Rd SE (Keller Dover's house),33.613556,-84.023308,Prisoners,https://www.latlong.net/location/prisoners-locations-973
7730,748 Donald Lee Hollowell Pkwy NW,33.772823,-84.411865,Prisoners,https://www.latlong.net/location/prisoners-locations-973
7731,Atlanta,33.745796,-84.407654,Prisoners,https://www.latlong.net/location/prisoners-locations-973
7732,Conyers,33.657169,-84.004051,Prisoners,https://www.latlong.net/location/prisoners-locations-973
7733,Greenview Ave SE,33.613182,-84.025665,Prisoners,https://www.latlong.net/location/prisoners-locations-973
7734,Porterdale,33.575214,-83.898125,Prisoners,https://www.latlong.net/location/prisoners-locations-973
7735,Stanton Woods Dr SE,33.613834,-84.027824,Prisoners,https://www.latlong.net/location/prisoners-locations-973
7736,Stone Mountain,33.838898,-84.066948,Prisoners,https://www.latlong.net/location/prisoners-locations-973
7737,Village Square,33.799995,-84.210793,Prisoners,https://www.latlong.net/location/prisoners-locations-973
7738,Wellstar Atlanta Medical Center South,33.68063,-84.426491,Prisoners,https://www.latlong.net/location/prisoners-locations-973
7739,New Orleans,29.952217,-90.079567,Project Power,https://www.latlong.net/location/project-power-locations-796
7740,Six Flags New Orleans,30.052999,-89.934441,Project Power,https://www.latlong.net/location/project-power-locations-796
7741,Ciudad de la Luz,38.305546,-0.529595,Prometheus,https://www.latlong.net/location/prometheus-locations-1053
7742,Dettifoss,65.815437,-16.386555,Prometheus,https://www.latlong.net/location/prometheus-locations-1053
7743,Fort William,56.819862,-5.106091,Prometheus,https://www.latlong.net/location/prometheus-locations-1053
7744,Hekla,63.992256,-19.665833,Prometheus,https://www.latlong.net/location/prometheus-locations-1053
7745,Pinewood Studios,51.548767,-0.532324,Prometheus,https://www.latlong.net/location/prometheus-locations-1053
7746,Pinewood Toronto Studios,43.649158,-79.343002,Prometheus,https://www.latlong.net/location/prometheus-locations-1053
7747,Rannoch Moor,56.621365,-4.773816,Prometheus,https://www.latlong.net/location/prometheus-locations-1053
7748,Shepperton Studios,51.407784,-0.46612,Prometheus,https://www.latlong.net/location/prometheus-locations-1053
7749,The Storr,57.507103,-6.183116,Prometheus,https://www.latlong.net/location/prometheus-locations-1053
7750,Wadi Rum,29.524996,35.448318,Prometheus,https://www.latlong.net/location/prometheus-locations-1053
7751,2026 E 1st St,34.044979,-118.214256,Promising Young Woman,https://www.latlong.net/location/promising-young-woman-locations-1232
7752,2086 Mendocino Ln,34.186592,-118.10862,Promising Young Woman,https://www.latlong.net/location/promising-young-woman-locations-1232
7753,2104 E 15th St,34.021744,-118.233673,Promising Young Woman,https://www.latlong.net/location/promising-young-woman-locations-1232
7754,2314 Lake Ave,34.18568,-118.131317,Promising Young Woman,https://www.latlong.net/location/promising-young-woman-locations-1232
7755,620 S Ardmore Ave,34.062798,-118.301224,Promising Young Woman,https://www.latlong.net/location/promising-young-woman-locations-1232
7756,Blue Star,34.021751,-118.232674,Promising Young Woman,https://www.latlong.net/location/promising-young-woman-locations-1232
7757,Canyon Ranch Film Location,34.12513,-118.874352,Promising Young Woman,https://www.latlong.net/location/promising-young-woman-locations-1232
7758,Jar,34.076317,-118.368958,Promising Young Woman,https://www.latlong.net/location/promising-young-woman-locations-1232
7759,Los Angeles,34.078537,-118.372208,Promising Young Woman,https://www.latlong.net/location/promising-young-woman-locations-1232
7760,Los Globos,34.083874,-118.274429,Promising Young Woman,https://www.latlong.net/location/promising-young-woman-locations-1232
7761,Mountain View Mausoleum,34.184937,-118.144287,Promising Young Woman,https://www.latlong.net/location/promising-young-woman-locations-1232
7762,RSI Locations,34.044674,-117.810066,Promising Young Woman,https://www.latlong.net/location/promising-young-woman-locations-1232
7763,St Louis Pharmacy,34.044724,-118.21376,Promising Young Woman,https://www.latlong.net/location/promising-young-woman-locations-1232
7764,The View Apartments,34.059551,-118.302765,Promising Young Woman,https://www.latlong.net/location/promising-young-woman-locations-1232
7765,109 S. Central,33.446499,-112.073692,Psycho,https://www.latlong.net/location/psycho-locations-167
7766,114 West Adams Street,33.449413,-112.075523,Psycho,https://www.latlong.net/location/psycho-locations-167
7767,200 East 3rd St,32.722576,-114.616447,Psycho,https://www.latlong.net/location/psycho-locations-167
7768,4270 Lankershim Boulevard,34.147476,-118.363869,Psycho,https://www.latlong.net/location/psycho-locations-167
7769,Downtown Phoenix,33.451324,-112.077942,Psycho,https://www.latlong.net/location/psycho-locations-167
7770,Gorman,34.795582,-118.853516,Psycho,https://www.latlong.net/location/psycho-locations-167
7771,Hotel San Carlos,33.450562,-112.074036,Psycho,https://www.latlong.net/location/psycho-locations-167
7772,Luhrs Tower,33.446747,-112.074883,Psycho,https://www.latlong.net/location/psycho-locations-167
7773,N Central Ave & E Monroe St,33.450344,-112.073936,Psycho,https://www.latlong.net/location/psycho-locations-167
7774,Phoenix,33.433044,-112.111801,Psycho,https://www.latlong.net/location/psycho-locations-167
7775,Psycho House,34.136269,-118.346931,Psycho,https://www.latlong.net/location/psycho-locations-167
7776,San Fernando Valley,34.197388,-118.518089,Psycho,https://www.latlong.net/location/psycho-locations-167
7777,Security Building,33.45113,-112.074203,Psycho,https://www.latlong.net/location/psycho-locations-167
7778,Universal Studios,34.138069,-118.353378,Psycho,https://www.latlong.net/location/psycho-locations-167
7779,Aurora,41.769154,-88.318748,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7780,Beaver Dam,43.458054,-88.841736,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7781,Chicago,41.878796,-87.64566,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7782,Columbus,43.339119,-89.020355,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7783,Crown Point,41.418545,-87.360474,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7784,Darlington,42.681904,-90.119843,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7785,Indiana Dunes State Park,41.659218,-87.063095,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7786,Libertyville,42.283669,-87.955589,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7787,Lockport,41.592777,-88.064323,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7788,Madison,43.069698,-89.412964,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7789,Manitowish Waters,46.138832,-89.878128,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7790,Miami,25.792715,-80.239265,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7791,Milwaukee,43.044029,-87.921875,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7792,Old Joliet Prison,41.546902,-88.074287,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7793,Oshkosh,44.028679,-88.56263,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7794,Stateville Correctional Center,41.57864,-88.101089,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7795,Tucson,32.214504,-110.948441,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7796,Union Station,41.878658,-87.640442,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7797,W Roscoe St & N Clark St,41.943588,-87.653702,Public Enemies,https://www.latlong.net/location/public-enemies-locations-702
7798,11813 Runnymede St,34.205936,-118.391266,Pulp Fiction,https://www.latlong.net/location/pulp-fiction-locations-35
7799,11827 Valerio Street,34.205036,-118.391251,Pulp Fiction,https://www.latlong.net/location/pulp-fiction-locations-35
7800,13763 Hawthorne Boulevard,33.908806,-118.352875,Pulp Fiction,https://www.latlong.net/location/pulp-fiction-locations-35
7801,1435 Flower Street,34.162949,-118.290237,Pulp Fiction,https://www.latlong.net/location/pulp-fiction-locations-35
7802,1541 Summitridge Dr,34.099152,-118.420868,Pulp Fiction,https://www.latlong.net/location/pulp-fiction-locations-35
7803,20933 Roscoe Blvd,34.220512,-118.589539,Pulp Fiction,https://www.latlong.net/location/pulp-fiction-locations-35
7804,2934 Riverside Drive,34.111053,-118.265823,Pulp Fiction,https://www.latlong.net/location/pulp-fiction-locations-35
7805,3519 La Clede Ave,34.119659,-118.257248,Pulp Fiction,https://www.latlong.net/location/pulp-fiction-locations-35
7806,4149 Kraft Ave,34.14394,-118.380424,Pulp Fiction,https://www.latlong.net/location/pulp-fiction-locations-35
7807,5800 Harold Way,34.099388,-118.316017,Pulp Fiction,https://www.latlong.net/location/pulp-fiction-locations-35
7808,A & R Auto Dismantlers,34.25235,-118.397812,Pulp Fiction,https://www.latlong.net/location/pulp-fiction-locations-35
7809,Beverly Hills,34.07362,-118.400352,Pulp Fiction,https://www.latlong.net/location/pulp-fiction-locations-35
7810,Hawthorne,33.91642,-118.350281,Pulp Fiction,https://www.latlong.net/location/pulp-fiction-locations-35
7811,Kendall Alley,34.146915,-118.149292,Pulp Fiction,https://www.latlong.net/location/pulp-fiction-locations-35
7812,Riverside Drive & Glendale Boulevard,34.111061,-118.264977,Pulp Fiction,https://www.latlong.net/location/pulp-fiction-locations-35
7813,The Raymond Theatre,34.14809,-118.149338,Pulp Fiction,https://www.latlong.net/location/pulp-fiction-locations-35
7814,Antofagasta,-23.662714,-70.261574,Quantum of Solace,https://www.latlong.net/location/quantum-of-solace-locations-1651
7815,Atacama Desert,-23.863354,-69.133072,Quantum of Solace,https://www.latlong.net/location/quantum-of-solace-locations-1651
7816,Baquedano,-23.333673,-69.843719,Quantum of Solace,https://www.latlong.net/location/quantum-of-solace-locations-1651
7817,Barbican,51.518951,-0.095627,Quantum of Solace,https://www.latlong.net/location/quantum-of-solace-locations-1651
7818,Carrara,44.053589,10.045866,Quantum of Solace,https://www.latlong.net/location/quantum-of-solace-locations-1651
7819,Casco Viejo,8.952605,-79.537338,Quantum of Solace,https://www.latlong.net/location/quantum-of-solace-locations-1651
7820,Cobija,-22.551344,-70.264748,Quantum of Solace,https://www.latlong.net/location/quantum-of-solace-locations-1651
7821,Colón,9.335873,-79.931786,Quantum of Solace,https://www.latlong.net/location/quantum-of-solace-locations-1651
7822,Craco,40.379498,16.437517,Quantum of Solace,https://www.latlong.net/location/quantum-of-solace-locations-1651
7823,Farnborough,51.294014,-0.775532,Quantum of Solace,https://www.latlong.net/location/quantum-of-solace-locations-1651
7824,Farnborough Airport,51.283108,-0.777476,Quantum of Solace,https://www.latlong.net/location/quantum-of-solace-locations-1651
7825,Feldkirch,47.255966,9.569344,Quantum of Solace,https://www.latlong.net/location/quantum-of-solace-locations-1651
7826,Festspielhaus Bregenz,47.504627,9.737222,Quantum of Solace,https://www.latlong.net/location/quantum-of-solace-locations-1651
